"","lead_id","name","company","qualification_level_code_text","user_status_code_text","account_life_cycle_status_code_text","life_cycle_status_code_text","origin_type_code_text","priority_code_text","group_code_text","c4c_account_state","bci_project_state","bci_project_type","bci_project_status","estimated_project_value","bci_project_stage","opportunity_id","sale","project_state","log_value","type"
"3789",71005,"12 Athol Crt Lot 9 on LP56167 Langwarrin VIC 3910","NM Architecture Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Development Application",5e+05,"Documentation","NULL","0","Development Application",13.1223633774043,"townhouse"
"3790",71023,"WHAKAREWAREWA SCHOOL - BLOCKS A & D","Nema Construction Estimating Ltd -","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","classroom blocks (2) for school - alterations & additions - single storey","Tenderers Named",5e+05,"Tender","NULL","0","Tenderers Named",13.1223633774043,"public"
"3791",71031,"21 Ann St Lot 1 on TP842048L Williamstown VIC 3016","Caddco Architecture (also Caddco Pt","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 3 storey","Tenders To Be Called",1e+06,"Documentation","NULL","0","Tenders To Be Called",13.8155105579643,"townhouse"
"3792",71032,"BROOME PRIMARY SCHOOL - TEACHING BLOCKS AIR CONDITIONING","Department of Education - WA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","air conditioning system for school - replacement","Contract Awarded/Builder Apptd",137000,"Tender","NULL","0","Contract Awarded/Builder Apptd",11.8277362048103,"public"
"3793",71036,"INSTANT PRODUCTS","MODUS Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","workshop | warehouse | office - single storey","Tenders To Be Called",1e+06,"Documentation","NULL","0","Tenders To Be Called",13.8155105579643,"house"
"3794",71041,"54 Essex St Lot 1 on TP762607U cnr Dudley St Footscray VIC 3011","George Vekos (also GVK Town Plannin","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Development Approval",7e+05,"Documentation","NULL","0","Development Approval",13.4588356140255,"townhouse"
"3795",71042,"AUCKLAND UNIVERSITY OF TECHNOLOGY - NORTH CAMPUS A1 BUILDING","Auckland University of Technology (","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","teaching building - 4 storey","Development Approval",1800000,"Documentation","NULL","0","Development Approval",14.4032972228664,"other"
"3796",71044,"2-8 Botany Dr Lot 12 CT 5784/30 cnr The Golden Way Golden Grove SA 5125","FDC Construction & Fitout SA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","childcare centre (122 place) - conversion - single storey","Development Application",750000,"Documentation","NULL","0","Development Application",13.5278284855125,"public"
"3797",71050,"DUBBO CITY REGIONAL AIRPORT","Dubbo Regional Council (former","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","security equipment for airport - supply & install","Contract Awarded/Builder Apptd",410000,"Tender","NULL","0","Contract Awarded/Builder Apptd",12.9239124386805,"other"
"3798",71068,"120 Glenmore Rd Lot 2 DP211776 and Lot 3 DP624741 Paddington NSW 2021","BCA Vision Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","art gallery - alterations & additions - 2 storey","Development Approval",2e+05,"Documentation","NULL","0","Development Approval",12.2060726455302,"other"
"3799",71069,"35 Vale Rd Lot 11 DP 1242152 Bathurst NSW 2795","BD Architecture & Interiors (a","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","industrial shed - single storey","Construction Certificate Submitted",475000,"Documentation","NULL","0","low_chance",13.0710700830168,"other"
"3800",71071,"FAMILY HOTEL BATHURST","Aaron Schumacher Drafting (ASD)","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","licensed pub - alterations & additions - 2 storey","Development Approval",150000,"Documentation","NULL","0","Development Approval",11.9183905730784,"other"
"3801",71086,"HAMILTON-PORT FAIRY RD","Southern Grampians  Shire Coun","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","road - widening","Contract Awarded/Builder Apptd",760000,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.5410737122625,"road"
"3802",71096,"34 Marriott St CT 17285/5, 17285/4 & 200414/1 Westbury TAS 7303","Design To Live Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","TAS","Tasmania","units (3) - single storey | subdivision (2 lots) - residential","Development Approval",645000,"Documentation","NULL","0","Development Approval",13.3770055957779,"other"
"3803",71098,"2 Gatty St CT 158820/24 Western Junction TAS 7212","Tastech Building Systems","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","TAS","Tasmania","warehouses (2) - single storey | offices (2) - 2 storey","Development Application",9e+05,"Documentation","NULL","0","Development Application",13.7101500423064,"house"
"3804",71101,"MAIN ROADS DON AITKEN CENTRE CEILING REPLACEMENT WORKS","M Construction (WA) Pty Ltd /","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","ceilings for government office building - replacement - 2 levels","Tenderers Named",1e+06,"Tender","NULL","0","Tenderers Named",13.8155105579643,"commercial"
"3805",71103,"HINCKLEY PARK","Byte Construct (formerly North","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","park - development","Contract Awarded/Builder Apptd",959000,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.7736463538656,"other"
"3806",71104,"3 Perch Way Lot 171 South Hedland WA 6722","Department of Communities - Ho","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","government housing (1) - single storey","Tenders Closed Contract not yet Let",5e+05,"Tender","NULL","0","low_chance",13.1223633774043,"other"
"3807",71114,"25 Standen Rd Wellington NZ 5249","David Reid Homes Ltd - Kapiti & Wel","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","house - 3 storey","Construction Certificate Approved",1107000,"Documentation","NULL","0","low_chance",13.9171642116908,"house"
"3808",71115,"115 Priestley Tce LOT 1 DP 845 Bluff Hill NZ 4110","Chris Layton Design Draughting","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","house - 2 storey","Construction Certificate Approved",1200000,"Documentation","NULL","0","low_chance",13.9978321147582,"house"
"3809",71116,"335 Maungatautari Rd Cambridge NZ 3494","Rob May Building Ltd (t/a Rob May B","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","house - single storey","Construction Certificate Approved",1e+06,"Documentation","NULL","0","low_chance",13.8155105579643,"house"
"3810",71124,"JECKRA CHILDCARE MORNINGTON","Jeckra Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","Victoria","childcare centre (122 place) - refurbishment - 2 storey","Construction Commenced",1e+06,"Construction","NULL","0","Construction Commenced",13.8155105579643,"public"
"3811",71131,"10 Aurora Pl Lot 29 DP 246601 Queanbeyan NSW 2620","Preferred Builders","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","ACT","New South Wales","warehouse - single storey","Development Approval",1100000,"Documentation","NULL","0","Development Approval",13.9108207377686,"house"
"3812",71147,"BURLEIGH HEADS & COOLANGATTA RETAINING WALL","Gold Coast City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","retaining walls (2)","Tenders Closed Contract not yet Let",3e+05,"Tender","NULL","0","low_chance",12.6115377536383,"other"
"3813",71158,"BOULCOTT SCHOOL - BLOCK A","Designgroup Stapleton Elliott - Pal","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","classroom block for school - weathertightness remediation - single storey","Contract Awarded/Builder Apptd",1e+06,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.8155105579643,"public"
"3814",71166,"Various locations within Mount Isa City Council QLD","Mount Isa City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","water meters - install","Feasibility/EIS/Submission of Proposals/Master Planning",1700000,"Concept","NULL","0","low_chance",14.3461388090264,"other"
"3815",71167,"ACTIVE COMMUNITY INFRASTRUCTURE PROGRAM: GALLIPOLI PARK","Mount Isa City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","park - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",895000,"Concept","NULL","0","low_chance",13.704578997257,"other"
"3816",71169,"BOLITHOS RD","Macedon Ranges Shire Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","pedestrian bridge","Tenders Closed Contract not yet Let",3e+05,"Tender","NULL","0","low_chance",12.6115377536383,"public"
"3817",71186,"13-17 Sturton Rd Edinburgh SA 5111","Ferrone Architects","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","warehouses (8)","Development Approval",8e+05,"Documentation","NULL","0","Development Approval",13.5923670066501,"house"
"3818",71187,"PROSPECT GARDENS / NARNU WIRRA REDEVELOPMENT","City of Prospect","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","park - redevelopment","Feasibility/EIS/Submission of Proposals/Master Planning",437000,"Concept","NULL","0","low_chance",12.9876884740777,"other"
"3819",71194,"MACEDON RANGES - 47 VICTORIA STREET MACEDON","Macedon Ranges Shire Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","community hub - refurbishment","Contract Awarded/Builder Apptd",120000,"Tender","NULL","0","Contract Awarded/Builder Apptd",11.6952470217642,"other"
"3820",71229,"TUNKUWALLIN RECREATION PRECINCT PLAN DEVELOPMENT","Central Coast Council (Gosford City","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","oval | playspace | skate park | pathways for recreation precinct","Feasibility/EIS/Submission of Proposals/Master Planning",1e+06,"Concept","NULL","0","low_chance",13.8155105579643,"other"
"3821",71236,"SOUTH EASTERN PARK","Central Coast Council (Gosford City","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","playspace for park","Feasibility/EIS/Submission of Proposals/Master Planning",250000,"Concept","NULL","0","low_chance",12.4292161968444,"other"
"3822",71239,"79 Te Hurunui Dr Lot 1474 DP 479470 Pegasus NZ 7612","Connell Architecture Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","house","Construction Certificate Approved",450000,"Documentation","NULL","0","low_chance",13.0170028617465,"house"
"3823",71258,"49 Elysium Way Lot 3 on DP 372000 Queenstown NZ 9300","Aurum Survey Consultants Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","house - 2 storey","Construction Certificate Submitted",1600000,"Documentation","NULL","0","low_chance",14.28551418721,"house"
"3824",71271,"35 O'Callaghans Pde Horsham VIC 3400","Robin L Barber - Building Design Co","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office | workshop / showroom - single storey","Construction Certificate Submitted",1e+05,"Documentation","NULL","0","low_chance",11.5129254649702,"commercial"
"3825",71275,"Basedow Rd (Walden St - Menge Rd) Tanunda SA 5352","The Barossa Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","road | footpath - reconstruction","Tenders Closed Contract not yet Let",1200000,"Tender","NULL","0","low_chance",13.9978321147582,"road"
"3826",71280,"15 Wonoona Pde Lot 11 Sec G DP 2150 Oatley NSW 2223","Cornerstone Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","townhouses (4) - 2 storey","Construction Certificate Submitted",1393000,"Documentation","NULL","0","low_chance",14.1469702527619,"townhouse"
"3827",71283,"SOUTH STUART HWY - CH 382.48 - CH 438.000","Department of Corporate & Info","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NT","Northern Territory","road shoulder - rehabilitation & sealing | drainage - repair works","Tenderers Named",250000,"Tender","NULL","0","Tenderers Named",12.4292161968444,"road"
"3828",71292,"BALLINA PUMPING","AGS Commercial Pty Ltd (former","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","shed for waste transfer station - single storey","Development Approval",2e+05,"Documentation","NULL","0","Development Approval",12.2060726455302,"other"
"3829",71302,"BUSBY RD","Western Bay of Plenty District Coun","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","water mains - renewal","Tenders To Be Called",3e+05,"Documentation","NULL","0","Tenders To Be Called",12.6115377536383,"other"
"3830",71307,"PARAPARAUMU COLLEGE - BLOCK G","Spencer Holmes Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","sports hall | changerooms for school - roof replacement - single storey","Tenderers Named",250000,"Tender","NULL","0","Tenderers Named",12.4292161968444,"public"
"3831",71312,"CCDHB CEILING TILE REPLACEMENT PROGRAMME","Capital &amp; Coast District Health","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","ceiling tiles for hospital - replacement","Contract Awarded/Builder Apptd",1e+06,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.8155105579643,"public"
"3832",71318,"BLACK SPOT PROGRAM 2020 / 2021 - STOCKWELL RD PENRICE","The Barossa Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","roadworks - upgrade","Tenders Closed Contract not yet Let",560000,"Tender","NULL","0","low_chance",13.2356920627113,"road"
"3833",71344,"GILLIES RD (SCHWARZ RD - BALD HILLS RD)","Bitu-mill (Civil) Pty Ltd (Head Off","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","road - reconstruction","Tenders Closed Contract not yet Let",3e+05,"Tender","NULL","0","low_chance",12.6115377536383,"road"
"3834",71356,"HARVEY BEEF - STAGES 2B, 2C & 2D","Harvey Beef Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","meat processing plant - upgrade","Tenderers Named",5e+05,"Tender","NULL","0","Tenderers Named",13.1223633774043,"other"
